00400000	MZ	"MZ"	char[2]
00aa2060	HasFocus	"HasFocus"	ds
00aa206c	SetFocus	"SetFocus"	ds
00aa2078	GetTextInsets	"GetTextInsets"	ds
00aa2088	SetTextInsets	"SetTextInsets"	ds
00aa2098	ClearHistory	"ClearHistory"	ds
00aa20a8	AddHistoryLine	"AddHistoryLine"	ds
00aa20b8	HighlightText	"HighlightText"	ds
00aa20c8	GetNumber	"GetNumber"	ds
00aa20d4	SetNumber	"SetNumber"	ds
00aa20e0	Insert	"Insert"	ds
00aa20e8	GetBlinkSpeed	"GetBlinkSpeed"	ds
00aa20f8	SetBlinkSpeed	"SetBlinkSpeed"	ds
00aa2108	IsPassword	"IsPassword"	ds
00aa2114	SetPassword	"SetPassword"	ds
00aa2120	IsNumeric	"IsNumeric"	ds
00aa212c	SetNumeric	"SetNumeric"	ds
00aa2138	IsMultiLine	"IsMultiLine"	ds
00aa2144	SetMultiLine	"SetMultiLine"	ds
00aa2154	IsCountInvisibleLetters	"IsCountInvisibleLetters"	ds
00aa216c	SetCountInvisibleLetters	"SetCountInvisibleLetters"	ds
00aa2188	IsAutoFocus	"IsAutoFocus"	ds
00aa2194	SetAutoFocus	"SetAutoFocus"	ds
00aa21a4	Usage: %s:SetBlinkSpeed(speed)	"Usage: %s:SetBlinkSpeed(speed)"	ds
00aa21c4	Usage: %s:SetText("text")	"Usage: %s:SetText(\"text\")"	ds
00aa21e0	Usage: %s:SetNumber(number)	"Usage: %s:SetNumber(number)"	ds
00aa21fc	Usage: %s:AddHistoryLine("text")	"Usage: %s:AddHistoryLine(\"text\")"	ds
00aa2220	Usage: %s:SetTextInsets(l, r, t, b)	"Usage: %s:SetTextInsets(l, r, t, b)"	ds
00aa2244	Usage: %s:SetMaxBytes(max)	"Usage: %s:SetMaxBytes(max)"	ds
00aa2260	Usage: %s:SetMaxLetters(max)	"Usage: %s:SetMaxLetters(max)"	ds
00aa2280	Usage: %s:SetHistoryLines(numLines)	"Usage: %s:SetHistoryLines(numLines)"	ds
00aa22a4	Usage: %s:SetCursorPosition(position)	"Usage: %s:SetCursorPosition(position)"	ds
00aa22cc	SetDisabledCheckedTexture	"SetDisabledCheckedTexture"	ds
00aa22e8	GetDisabledCheckedTexture	"GetDisabledCheckedTexture"	ds
00aa2304	SetCheckedTexture	"SetCheckedTexture"	ds
00aa2318	GetCheckedTexture	"GetCheckedTexture"	ds
00aa232c	GetChecked	"GetChecked"	ds
00aa2338	SetChecked	"SetChecked"	ds
00aa2344	Usage: %s:SetCheckedTexture(texture or "texture" or nil)	"Usage: %s:SetCheckedTexture(texture or \"texture\" or nil)"	ds
00aa2380	Usage: %s:SetDisabledCheckedTexture(texture or "texture" or nil)	"Usage: %s:SetDisabledCheckedTexture(texture or \"texture\" or nil)"	ds
00aa23c8	%s:SetDisabledCheckedTexture(): Wrong object type, expected texture	"%s:SetDisabledCheckedTexture(): Wrong object type, expected texture"	ds
00aa2410	%s:SetDisabledCheckedTexture(): Couldn't find 'this' in texture	"%s:SetDisabledCheckedTexture(): Couldn't find 'this' in texture"	ds
00aa2450	SetMotionScriptsWhileDisabled	"SetMotionScriptsWhileDisabled"	ds
00aa2470	GetMotionScriptsWhileDisabled	"GetMotionScriptsWhileDisabled"	ds
00aa2490	UnlockHighlight	"UnlockHighlight"	ds
00aa24a0	LockHighlight	"LockHighlight"	ds
00aa24b0	Click	"Click"	ds
00aa24b8	RegisterForClicks	"RegisterForClicks"	ds
00aa24cc	GetTextHeight	"GetTextHeight"	ds
00aa24dc	GetTextWidth	"GetTextWidth"	ds
00aa24ec	GetPushedTextOffset	"GetPushedTextOffset"	ds
00aa2500	SetPushedTextOffset	"SetPushedTextOffset"	ds
00aa2514	GetHighlightTexture	"GetHighlightTexture"	ds
00aa2528	SetHighlightTexture	"SetHighlightTexture"	ds
00aa253c	GetDisabledTexture	"GetDisabledTexture"	ds
00aa2550	SetDisabledTexture	"SetDisabledTexture"	ds
00aa2564	GetPushedTexture	"GetPushedTexture"	ds
00aa2578	SetPushedTexture	"SetPushedTexture"	ds
00aa258c	GetNormalTexture	"GetNormalTexture"	ds
00aa25a0	SetNormalTexture	"SetNormalTexture"	ds
00aa25b4	GetFontString	"GetFontString"	ds
00aa25c4	SetFontString	"SetFontString"	ds
00aa25d4	GetHighlightFontObject	"GetHighlightFontObject"	ds
00aa25ec	SetHighlightFontObject	"SetHighlightFontObject"	ds
00aa2604	GetDisabledFontObject	"GetDisabledFontObject"	ds
00aa261c	SetDisabledFontObject	"SetDisabledFontObject"	ds
00aa2634	GetNormalFontObject	"GetNormalFontObject"	ds
00aa2648	SetNormalFontObject	"SetNormalFontObject"	ds
00aa265c	SetButtonState	"SetButtonState"	ds
00aa266c	GetButtonState	"GetButtonState"	ds
00aa267c	PUSHED	"PUSHED"	ds
00aa2684	Usage: %s:SetButtonState("state", lock)	"Usage: %s:SetButtonState(\"state\", lock)"	ds
00aa26ac	Usage: %s:SetNormalFontObject("fontname" or fontObject)	"Usage: %s:SetNormalFontObject(\"fontname\" or fontObject)"	ds
00aa26e4	Usage: %s:SetDisabledFontObject("fontname")	"Usage: %s:SetDisabledFontObject(\"fontname\")"	ds
00aa2710	Usage: %s:SetHighlightFontObject("fontname")	"Usage: %s:SetHighlightFontObject(\"fontname\")"	ds
00aa2740	Usage: %s:SetFontString(fontstring)	"Usage: %s:SetFontString(fontstring)"	ds
00aa2764	%s:SetFontString(): Wrong object type, expected fontstring	"%s:SetFontString(): Wrong object type, expected fontstring"	ds
00aa27a0	%s:SetFontString(): Couldn't find 'this' in fontstring	"%s:SetFontString(): Couldn't find 'this' in fontstring"	ds
00aa27d8	Usage: %s:%s(texture or "texture" or nil)	"Usage: %s:%s(texture or \"texture\" or nil)"	ds
00aa2804	%s:%s(): Wrong object type, expected texture	"%s:%s(): Wrong object type, expected texture"	ds
00aa2834	%s:%s(): Couldn't find 'this' in texture	"%s:%s(): Couldn't find 'this' in texture"	ds
00aa2860	Usage: %s:SetHighlightTexture(texture or "texture" or nil [, "blendmode")	"Usage: %s:SetHighlightTexture(texture or \"texture\" or nil [, \"blendmode\")"	ds
00aa28ac	%s:SetHighlightTexture(): Wrong object type, expected texture	"%s:SetHighlightTexture(): Wrong object type, expected texture"	ds
00aa28ec	%s:SetHighlightTexture(): Couldn't find 'this' in texture	"%s:SetHighlightTexture(): Couldn't find 'this' in texture"	ds
00aa2928	Usage: %s:SetPushedTextOffset(x, y)	"Usage: %s:SetPushedTextOffset(x, y)"	ds
00aa2a90	return function(self,link,text,button) %s end	"return function(self,link,text,button) %s end"	ds
00aa2ac0	OnHyperlinkClick	"OnHyperlinkClick"	ds
00aa2ad4	OnHyperlinkLeave	"OnHyperlinkLeave"	ds
00aa2ae8	return function(self,link,text) %s end	"return function(self,link,text) %s end"	ds
00aa2b10	OnHyperlinkEnter	"OnHyperlinkEnter"	ds
00aa2b24	.\CSimpleHyperlinkedFrame.cpp	".\\CSimpleHyperlinkedFrame.cpp"	ds
00aa2ca8	CParticleEmitter2_idx	"CParticleEmitter2_idx"	ds
00aa2ced	EJ:.\ParticleSystem2.cpp	"EJ:.\\ParticleSystem2.cpp"	ds
00aa2d13	?.\GfxSingletonManager.cpp	"?.\\GfxSingletonManager.cpp"	ds
00aa2d88	d:\buildserver\wow\1\work\wow-code\branches\wow-patch-3_3_5_a-bnet\engine\source\services\ParticleSystem2.h	"d:\\buildserver\\wow\\1\\work\\wow-code\\branches\\wow-patch-3_3_5_a-bnet\\engine\\source\\services\\ParticleSystem2.h"	ds
00aa2e78	.\cmemblock.cpp	".\\cmemblock.cpp"	ds
00aa2e8f	0VoiceChat_ActivatePrimaryCaptureCallback	"0VoiceChat_ActivatePrimaryCaptureCallback"	ds
00aa2ebc	VoiceChat_GetCurrentMicrophoneSignalLevel	"VoiceChat_GetCurrentMicrophoneSignalLevel"	ds
00aa2ee8	VoiceChat_IsPlayingLoopbackSound	"VoiceChat_IsPlayingLoopbackSound"	ds
00aa2f0c	VoiceChat_IsRecordingLoopbackSound	"VoiceChat_IsRecordingLoopbackSound"	ds
00aa2f30	VoiceChat_StopPlayingLoopbackSound	"VoiceChat_StopPlayingLoopbackSound"	ds
00aa2f54	VoiceChat_PlayLoopbackSound	"VoiceChat_PlayLoopbackSound"	ds
00aa2f70	VoiceChat_StopRecordingLoopbackSound	"VoiceChat_StopRecordingLoopbackSound"	ds
00aa2f98	VoiceChat_RecordLoopbackSound	"VoiceChat_RecordLoopbackSound"	ds
00aa2fb8	VoiceChat_StopCapture	"VoiceChat_StopCapture"	ds
00aa2fd0	VoiceChat_StartCapture	"VoiceChat_StartCapture"	ds
00aa2fe8	Sound_ChatSystem_GetOutputDriverNameByIndex	"Sound_ChatSystem_GetOutputDriverNameByIndex"	ds
00aa3014	Sound_ChatSystem_GetNumOutputDrivers	"Sound_ChatSystem_GetNumOutputDrivers"	ds
00aa303c	Sound_ChatSystem_GetInputDriverNameByIndex	"Sound_ChatSystem_GetInputDriverNameByIndex"	ds
00aa3068	Sound_ChatSystem_GetNumInputDrivers	"Sound_ChatSystem_GetNumInputDrivers"	ds
00aa308c	Sound_GameSystem_RestartSoundSystem	"Sound_GameSystem_RestartSoundSystem"	ds
00aa30b0	Sound_GameSystem_GetOutputDriverNameByIndex	"Sound_GameSystem_GetOutputDriverNameByIndex"	ds
00aa30dc	Sound_GameSystem_GetNumOutputDrivers	"Sound_GameSystem_GetNumOutputDrivers"	ds
00aa3104	Sound_GameSystem_GetInputDriverNameByIndex	"Sound_GameSystem_GetInputDriverNameByIndex"	ds
00aa3130	Sound_GameSystem_GetNumInputDrivers	"Sound_GameSystem_GetNumInputDrivers"	ds
00aa3154	StopMusic	"StopMusic"	ds
00aa3160	PlaySoundFile	"PlaySoundFile"	ds
00aa3170	PlayMusic	"PlayMusic"	ds
00aa317c	PlaySound	"PlaySound"	ds
00aa3188	Usage: PlaySound("sound")	"Usage: PlaySound(\"sound\")"	ds
00aa31a4	Usage: PlayMusic("musicfile")	"Usage: PlayMusic(\"musicfile\")"	ds
00aa31c4	Usage: PlaySoundFile("soundfile")	"Usage: PlaySoundFile(\"soundfile\")"	ds
00aa31e8	Usage: Sound_ChatSystem_GetInputDriverNameByIndex(InputDriverIndex)	"Usage: Sound_ChatSystem_GetInputDriverNameByIndex(InputDriverIndex)"	ds
00aa3230	Usage: Sound_ChatSystem_GetOutputDriverNameByIndex(OutputDriverIndex)	"Usage: Sound_ChatSystem_GetOutputDriverNameByIndex(OutputDriverIndex)"	ds
00aa3278	Usage: Sound_GameSystem_GetInputDriverNameByIndex(InputDriverIndex)	"Usage: Sound_GameSystem_GetInputDriverNameByIndex(InputDriverIndex)"	ds
00aa32bc	Usage: Sound_GetOutputDriverNameByIndex(OutputDriverIndex)	"Usage: Sound_GetOutputDriverNameByIndex(OutputDriverIndex)"	ds
00aa32f8	Usage: VoiceChat_RecordLoopbackSound(MaxRecordTimeInSeconds)	"Usage: VoiceChat_RecordLoopbackSound(MaxRecordTimeInSeconds)"	ds
00aa3338	.\SoundInterface2VoiceChat.cpp	".\\SoundInterface2VoiceChat.cpp"	ds
00aa3360	<Voice Chat Loopback Sound>	"<Voice Chat Loopback Sound>"	ds
00aa33b8	.\MovementShared.cpp	".\\MovementShared.cpp"	ds
00aa33e7	:.\DanceCache.cpp	":.\\DanceCache.cpp"	ds
00aa33fc	.\CreatureStats.cpp	".\\CreatureStats.cpp"	ds
00aa3410	.\GameObjectStats.cpp	".\\GameObjectStats.cpp"	ds
00aa3428	.\ItemName.cpp	".\\ItemName.cpp"	ds
00aa3438	.\ItemStats.cpp	".\\ItemStats.cpp"	ds
00aa3448	.\NPCText.cpp	".\\NPCText.cpp"	ds
00aa3458	.\PageTextCache.cpp	".\\PageTextCache.cpp"	ds
00aa3508	.\NamePlateFrame.cpp	".\\NamePlateFrame.cpp"	ds
00aa3553	<Interface\Tooltips\EliteNameplateIcon	"<Interface\\Tooltips\\EliteNameplateIcon"	ds
00aa357c	Interface\TargetingFrame\UI-TargetingFrame-Skull	"Interface\\TargetingFrame\\UI-TargetingFrame-Skull"	ds
00aa35b3	<Interface\Tooltips\Nameplate-Glow	"<Interface\\Tooltips\\Nameplate-Glow"	ds
00aa35d8	Interface\Tooltips\Nameplate-CastBar-Shield	"Interface\\Tooltips\\Nameplate-CastBar-Shield"	ds
00aa3604	Interface\TargetingFrame\UI-TargetingFrame-BarFill	"Interface\\TargetingFrame\\UI-TargetingFrame-BarFill"	ds
00aa3638	Interface\Tooltips\Nameplate-Border	"Interface\\Tooltips\\Nameplate-Border"	ds
00aa366f	=Interface\TargetingFrame\UI-TargetingFrame-Flash	"=Interface\\TargetingFrame\\UI-TargetingFrame-Flash"	ds
00aa3920	.\HealthBar.cpp	".\\HealthBar.cpp"	ds
00aa3a88	glyph_name	"glyph_name"	ds
00aa3a94	get_sfnt	"get_sfnt"	ds
00aa3aa0	winfonts	"winfonts"	ds
00aa3c9c	Italic	"Italic"	ds
00aa3cac	Bold Italic	"Bold Italic"	ds
00aa3cb8	Regular	"Regular"	ds
00aa3cc8	shareddict	"shareddict"	ds
00aa3cd4	WeightVector	"WeightVector"	ds
00aa3ce4	BlendAxisTypes	"BlendAxisTypes"	ds
00aa3cf4	BlendDesignMap	"BlendDesignMap"	ds
00aa3d04	BlendDesignPositions	"BlendDesignPositions"	ds
00aa3d1c	CharStrings	"CharStrings"	ds
00aa3d30	Encoding	"Encoding"	ds
00aa3d3c	FontMatrix	"FontMatrix"	ds
00aa3d48	FontBBox	"FontBBox"	ds
00aa3d54	FontName	"FontName"	ds
00aa3d60	StrokeWidth	"StrokeWidth"	ds
00aa3d6c	FontType	"FontType"	ds
00aa3d78	PaintType	"PaintType"	ds
00aa3d84	StemSnapV	"StemSnapV"	ds
00aa3d90	StemSnapH	"StemSnapH"	ds
00aa3d9c	MinFeature	"MinFeature"	ds
00aa3db8	FamilyOtherBlues	"FamilyOtherBlues"	ds
00aa3dcc	FamilyBlues	"FamilyBlues"	ds
00aa3dd8	OtherBlues	"OtherBlues"	ds
00aa3de4	BlueValues	"BlueValues"	ds
00aa3df0	BlueFuzz	"BlueFuzz"	ds
00aa3dfc	BlueShift	"BlueShift"	ds
00aa3e08	BlueScale	"BlueScale"	ds
00aa3e14	LanguageGroup	"LanguageGroup"	ds
00aa3e2c	UniqueID	"UniqueID"	ds
00aa3e38	UnderlineThickness	"UnderlineThickness"	ds
00aa3e4c	UnderlinePosition	"UnderlinePosition"	ds
00aa3e60	isFixedPitch	"isFixedPitch"	ds
00aa3e70	ItalicAngle	"ItalicAngle"	ds
00aa3e7c	Weight	"Weight"	ds
00aa3e84	FamilyName	"FamilyName"	ds
00aa3e90	FullName	"FullName"	ds
00aa3e9c	Notice	"Notice"	ds
00aa442c	%!FontType	"%!FontType"	ds
00aa4438	%!PS-AdobeFont-1	"%!PS-AdobeFont-1"	ds
00aa444c	ExpertEncoding	"ExpertEncoding"	ds
00aa445c	StandardEncoding	"StandardEncoding"	ds
00aa4470	.notdef	".notdef"	ds
00aa4480	FontInfo	"FontInfo"	ds
00aa448c	known	"known"	ds
00aa4494	FontDirectory	"FontDirectory"	ds
00aa44a4	set_mm_blend	"set_mm_blend"	ds
00aa44b4	set_mm_design	"set_mm_design"	ds
00aa44c5	et_mm	"et_mm"	ds
00aa44cc	psaux	"psaux"	ds
00aa44d4	psnames	"psnames"	ds
00aa44dc	truetype	"truetype"	ds
00aa4554	smooth	"smooth"	ds
00aa48ac	raster5	"raster5"	ds
00aa48b4	raster1	"raster1"	ds
00aa4954	zdotaccent	"zdotaccent"	ds
00aa4960	zacute	"zacute"	ds
00aa4968	ygrave	"ygrave"	ds
00aa4970	ycircumflex	"ycircumflex"	ds
00aa4980	wgrave	"wgrave"	ds
00aa4988	weierstrass	"weierstrass"	ds
00aa4994	wdieresis	"wdieresis"	ds
00aa49a0	wcircumflex	"wcircumflex"	ds
00aa49ac	wacute	"wacute"	ds
00aa49b4	utilde	"utilde"	ds
00aa49bc	uring	"uring"	ds
00aa49c4	upsilontonos	"upsilontonos"	ds
00aa49d4	upsilondieresistonos	"upsilondieresistonos"	ds
00aa49ec	upsilondieresis	"upsilondieresis"	ds
00aa49fc	upsilon	"upsilon"	ds
00aa4a04	upblock	"upblock"	ds
00aa4a0c	uogonek	"uogonek"	ds
00aa4a14	universal	"universal"	ds
00aa4a20	union	"union"	ds
00aa4a28	underscoredbl	"underscoredbl"	ds
00aa4a38	umacron	"umacron"	ds
00aa4a40	uhungarumlaut	"uhungarumlaut"	ds
00aa4a50	uhorn	"uhorn"	ds
00aa4a58	ubreve	"ubreve"	ds
00aa4a60	triagup	"triagup"	ds
00aa4a68	triagrt	"triagrt"	ds
00aa4a70	triaglf	"triaglf"	ds
00aa4a78	triagdn	"triagdn"	ds
00aa4a80	trademarkserif	"trademarkserif"	ds
00aa4a90	trademarksans	"trademarksans"	ds
00aa4aa0	tonos	"tonos"	ds
00aa4aa8	tildecomb	"tildecomb"	ds
00aa4ab4	theta1	"theta1"	ds
00aa4abc	theta	"theta"	ds
00aa4ac4	therefore	"therefore"	ds
00aa4ad0	tcommaaccent	"tcommaaccent"	ds
00aa4ae0	tcaron	"tcaron"	ds
00aa4af8	suchthat	"suchthat"	ds
00aa4b04	spade	"spade"	ds
00aa4b0c	smileface	"smileface"	ds
00aa4b18	similar	"similar"	ds
00aa4b20	sigma1	"sigma1"	ds
00aa4b28	sigma	"sigma"	ds
00aa4b30	shade	"shade"	ds
00aa4b38	second	"second"	ds
00aa4b40	scommaaccent	"scommaaccent"	ds
00aa4b50	scircumflex	"scircumflex"	ds
00aa4b5c	sacute	"sacute"	ds
00aa4b64	rtblock	"rtblock"	ds
00aa4b70	revlogicalnot	"revlogicalnot"	ds
00aa4b80	registerserif	"registerserif"	ds
00aa4b90	registersans	"registersans"	ds
00aa4ba0	reflexsuperset	"reflexsuperset"	ds
00aa4bb0	reflexsubset	"reflexsubset"	ds
00aa4bc0	rcommaaccent	"rcommaaccent"	ds
00aa4bd0	rcaron	"rcaron"	ds
00aa4bd8	radicalex	"radicalex"	ds
00aa4be4	racute	"racute"	ds
00aa4bec	quotereversed	"quotereversed"	ds
00aa4c00	proportional	"proportional"	ds
00aa4c10	propersuperset	"propersuperset"	ds
00aa4c20	propersubset	"propersubset"	ds
00aa4c30	prescription	"prescription"	ds
00aa4c4c	peseta	"peseta"	ds
00aa4c54	perpendicular	"perpendicular"	ds
00aa4c64	parenrighttp	"parenrighttp"	ds
00aa4c74	parenrightex	"parenrightex"	ds
00aa4c84	parenrightbt	"parenrightbt"	ds
00aa4c94	parenlefttp	"parenlefttp"	ds
00aa4ca0	parenleftex	"parenleftex"	ds
00aa4cac	parenleftbt	"parenleftbt"	ds
00aa4cb8	oslashacute	"oslashacute"	ds
00aa4cc4	orthogonal	"orthogonal"	ds
00aa4cd0	openbullet	"openbullet"	ds
00aa4cdc	omicrontonos	"omicrontonos"	ds
00aa4cec	omicron	"omicron"	ds
00aa4cf4	omegatonos	"omegatonos"	ds
00aa4d00	omega1	"omega1"	ds
00aa4d08	omega	"omega"	ds
00aa4d10	omacron	"omacron"	ds
00aa4d18	ohungarumlaut	"ohungarumlaut"	ds
00aa4d28	ohorn	"ohorn"	ds
00aa4d30	obreve	"obreve"	ds
00aa4d3c	notsubset	"notsubset"	ds
00aa4d48	notelement	"notelement"	ds
00aa4d54	ncommaaccent	"ncommaaccent"	ds
00aa4d64	ncaron	"ncaron"	ds
00aa4d6c	napostrophe	"napostrophe"	ds
00aa4d78	nacute	"nacute"	ds
00aa4d80	musicalnotedbl	"musicalnotedbl"	ds
00aa4d90	musicalnote	"musicalnote"	ds
00aa4d9c	minute	"minute"	ds
00aa4dac	ltshade	"ltshade"	ds
00aa4db4	longs	"longs"	ds
00aa4dbc	logicalor	"logicalor"	ds
00aa4dc8	logicaland	"logicaland"	ds
00aa4ddc	lfblock	"lfblock"	ds
00aa4dec	lcommaaccent	"lcommaaccent"	ds
00aa4dfc	lcaron	"lcaron"	ds
00aa4e04	lambda	"lambda"	ds
00aa4e0c	lacute	"lacute"	ds
00aa4e14	kgreenlandic	"kgreenlandic"	ds
00aa4e24	kcommaaccent	"kcommaaccent"	ds
00aa4e34	kappa	"kappa"	ds
00aa4e3c	jcircumflex	"jcircumflex"	ds
00aa4e48	itilde	"itilde"	ds
00aa4e50	iotatonos	"iotatonos"	ds
00aa4e5c	iotadieresistonos	"iotadieresistonos"	ds
00aa4e70	iotadieresis	"iotadieresis"	ds
00aa4e88	iogonek	"iogonek"	ds
00aa4e90	invsmileface	"invsmileface"	ds
00aa4ea0	invcircle	"invcircle"	ds
00aa4eac	invbullet	"invbullet"	ds
00aa4eb8	intersection	"intersection"	ds
00aa4ec8	integraltp	"integraltp"	ds
00aa4ed4	integralex	"integralex"	ds
00aa4ee0	integralbt	"integralbt"	ds
00aa4eec	imacron	"imacron"	ds
00aa4ef8	ibreve	"ibreve"	ds
00aa4f00	house	"house"	ds
00aa4f08	hookabovecomb	"hookabovecomb"	ds
00aa4f18	heart	"heart"	ds
00aa4f20	hcircumflex	"hcircumflex"	ds
00aa4f34	gravecomb	"gravecomb"	ds
00aa4f40	gradient	"gradient"	ds
00aa4f4c	gdotaccent	"gdotaccent"	ds
00aa4f58	gcommaaccent	"gcommaaccent"	ds
00aa4f68	gcircumflex	"gcircumflex"	ds
00aa4f74	gcaron	"gcaron"	ds
00aa4f7c	filledrect	"filledrect"	ds
00aa4f88	filledbox	"filledbox"	ds
00aa4f94	female	"female"	ds
00aa4f9c	existential	"existential"	ds
00aa4fa8	exclamdbl	"exclamdbl"	ds
00aa4fb4	etatonos	"etatonos"	ds
00aa4fc4	estimated	"estimated"	ds
00aa4fd0	equivalence	"equivalence"	ds
00aa4fdc	epsilontonos	"epsilontonos"	ds
00aa4fec	epsilon	"epsilon"	ds
00aa4ff4	eogonek	"eogonek"	ds
00aa5000	emptyset	"emptyset"	ds
00aa500c	emacron	"emacron"	ds
00aa5014	element	"element"	ds
00aa501c	edotaccent	"edotaccent"	ds
00aa5028	ecaron	"ecaron"	ds
00aa5030	ebreve	"ebreve"	ds
00aa5038	dotmath	"dotmath"	ds
00aa5040	dotlessj	"dotlessj"	ds
00aa504c	dotbelowcomb	"dotbelowcomb"	ds
00aa5064	dnblock	"dnblock"	ds
00aa506c	dkshade	"dkshade"	ds
00aa5074	dieresistonos	"dieresistonos"	ds
00aa5084	dieresisgrave	"dieresisgrave"	ds
00aa5094	dieresisacute	"dieresisacute"	ds
00aa50a4	diamond	"diamond"	ds
00aa50ac	delta	"delta"	ds
00aa50b4	dcroat	"dcroat"	ds
00aa50bc	dcaron	"dcaron"	ds
00aa50c4	dblgrave	"dblgrave"	ds
00aa50d0	dblGrave	"dblGrave"	ds
00aa50dc	cyrflex	"cyrflex"	ds
00aa50e4	cyrbreve	"cyrbreve"	ds
00aa50f0	cyrFlex	"cyrFlex"	ds
00aa50f8	cyrBreve	"cyrBreve"	ds
00aa5104	copyrightserif	"copyrightserif"	ds
00aa5114	copyrightsans	"copyrightsans"	ds
00aa5124	congruent	"congruent"	ds
00aa5130	commaaccent	"commaaccent"	ds
00aa5144	circleplus	"circleplus"	ds
00aa5150	circlemultiply	"circlemultiply"	ds
00aa5160	circle	"circle"	ds
00aa5168	cdotaccent	"cdotaccent"	ds
00aa5174	ccircumflex	"ccircumflex"	ds
00aa5180	carriagereturn	"carriagereturn"	ds
00aa5190	bracketrighttp	"bracketrighttp"	ds
00aa51a0	bracketrightex	"bracketrightex"	ds
00aa51b0	bracketrightbt	"bracketrightbt"	ds
00aa51c0	bracketlefttp	"bracketlefttp"	ds
00aa51d0	bracketleftex	"bracketleftex"	ds
00aa51e0	bracketleftbt	"bracketleftbt"	ds
00aa51f0	bracerighttp	"bracerighttp"	ds
00aa5200	bracerightmid	"bracerightmid"	ds
00aa5210	bracerightbt	"bracerightbt"	ds
00aa5220	bracelefttp	"bracelefttp"	ds
00aa522c	braceleftmid	"braceleftmid"	ds
00aa523c	braceleftbt	"braceleftbt"	ds
00aa5248	braceex	"braceex"	ds
00aa5250	block	"block"	ds
00aa5260	asteriskmath	"asteriskmath"	ds
00aa5270	arrowvertex	"arrowvertex"	ds
00aa527c	arrowupdnbse	"arrowupdnbse"	ds
00aa528c	arrowupdn	"arrowupdn"	ds
00aa5298	arrowup	"arrowup"	ds
00aa52a0	arrowright	"arrowright"	ds
00aa52ac	arrowleft	"arrowleft"	ds
00aa52b8	arrowhorizex	"arrowhorizex"	ds
00aa52c8	arrowdown	"arrowdown"	ds
00aa52d4	arrowdblup	"arrowdblup"	ds
00aa52e0	arrowdblright	"arrowdblright"	ds
00aa52f0	arrowdblleft	"arrowdblleft"	ds
00aa5300	arrowdbldown	"arrowdbldown"	ds
00aa5310	arrowdblboth	"arrowdblboth"	ds
00aa5320	arrowboth	"arrowboth"	ds
00aa532c	aringacute	"aringacute"	ds
00aa5338	aogonek	"aogonek"	ds
00aa5340	anoteleia	"anoteleia"	ds
00aa534c	angleright	"angleright"	ds
00aa5358	angleleft	"angleleft"	ds
00aa5364	amacron	"amacron"	ds
00aa536c	alphatonos	"alphatonos"	ds
00aa5378	aleph	"aleph"	ds
00aa5380	afii64937	"afii64937"	ds
00aa538c	afii63167	"afii63167"	ds
00aa5398	afii61664	"afii61664"	ds
00aa53a4	afii61575	"afii61575"	ds
00aa53b0	afii61574	"afii61574"	ds
00aa53bc	afii61573	"afii61573"	ds
00aa53c8	afii61352	"afii61352"	ds
00aa53d4	afii61289	"afii61289"	ds
00aa53e0	afii61248	"afii61248"	ds
00aa53ec	afii57929	"afii57929"	ds
00aa53f8	afii57842	"afii57842"	ds
00aa5404	afii57841	"afii57841"	ds
00aa5410	afii57839	"afii57839"	ds
00aa541c	afii57807	"afii57807"	ds
00aa5428	afii57806	"afii57806"	ds
00aa5434	afii57804	"afii57804"	ds
00aa5440	afii57803	"afii57803"	ds
00aa544c	afii57802	"afii57802"	ds
00aa5458	afii57801	"afii57801"	ds
00aa5464	afii57800	"afii57800"	ds
00aa5470	afii57799	"afii57799"	ds
00aa547c	afii57798	"afii57798"	ds
00aa5488	afii57797	"afii57797"	ds
00aa5494	afii57796	"afii57796"	ds
00aa54a0	afii57795	"afii57795"	ds
00aa54ac	afii57794	"afii57794"	ds
00aa54b8	afii57793	"afii57793"	ds
00aa54c4	afii57723	"afii57723"	ds
00aa54d0	afii57718	"afii57718"	ds
00aa54dc	afii57717	"afii57717"	ds
00aa54e8	afii57716	"afii57716"	ds
00aa54f4	afii57705	"afii57705"	ds
00aa5500	afii57700	"afii57700"	ds
00aa550c	afii57695	"afii57695"	ds
00aa5518	afii57694	"afii57694"	ds
00aa5524	afii57690	"afii57690"	ds
00aa5530	afii57689	"afii57689"	ds
00aa553c	afii57688	"afii57688"	ds
00aa5548	afii57687	"afii57687"	ds
00aa5554	afii57686	"afii57686"	ds
00aa5560	afii57685	"afii57685"	ds
00aa556c	afii57684	"afii57684"	ds
00aa5578	afii57683	"afii57683"	ds
00aa5584	afii57682	"afii57682"	ds
00aa5590	afii57681	"afii57681"	ds
00aa559c	afii57680	"afii57680"	ds
00aa55a8	afii57679	"afii57679"	ds
00aa55b4	afii57678	"afii57678"	ds
00aa55c0	afii57677	"afii57677"	ds
00aa55cc	afii57676	"afii57676"	ds
00aa55d8	afii57675	"afii57675"	ds
00aa55e4	afii57674	"afii57674"	ds
00aa55f0	afii57673	"afii57673"	ds
00aa55fc	afii57672	"afii57672"	ds
00aa5608	afii57671	"afii57671"	ds
00aa5614	afii57670	"afii57670"	ds
00aa5620	afii57669	"afii57669"	ds
00aa562c	afii57668	"afii57668"	ds
00aa5638	afii57667	"afii57667"	ds
